,mood,title,tags,artist_name
88853,happy,Ghost Baby-Junky Magician/It's over,"['live', 'fredericksburg', 'trash rock', 'virginia', 'house show', 'food', 'richmond va', 'monsters', 'harmonica', 'science', 'richmond']",The Crypts!
88938,happy,Balloons,"['sixteen again', 'minutes', 'time flies', 'stool in the pool', 'eggs', 'balloons', 'gimme back my rufies', '2nd half', 'jangly tune', 'sunshine', 'stamp', 'deity diet', 'for you', 'silly', 'six', 'skid along', 'sixteen', 'bad ronald']",Bad Ronald
88975,angry,Androgyne hydrogène,['david nadeau'],David Nadeau
88976,angry,Les prophètes chancellent,['david nadeau'],David Nadeau
88977,angry,lère de la dispersion,['david nadeau'],David Nadeau
88978,angry,effervesence opaque,['david nadeau'],David Nadeau
88979,angry,architecture contaminée,['david nadeau'],David Nadeau
88980,angry,Le labyrinthe de la mort symetrique,['david nadeau'],David Nadeau
89042,angry,ARTEMIDE ORTHIA,"['free impro', 'drone', 'spettro records', 'acoustic', 'noise', 'experimental']",Suburban Howl
89043,angry,PITHIA,"['free impro', 'drone', 'spettro records', 'acoustic', 'noise', 'experimental']",Suburban Howl
89107,in-love,Facing Facts About Growing Old,['jamstik'],Squire Tuck
89166,happy,RD and Me,"['exorcism of emily rose', 'spettro records', 'emily', 'grind', 'cybergrind', 'grindcore']",Your Marginally Talented Photographer Girlfriend
89167,happy,You Are a Human,"['exorcism of emily rose', 'spettro records', 'emily', 'grind', 'cybergrind', 'grindcore']",Your Marginally Talented Photographer Girlfriend
89168,happy,My Daughter Likes Dora The Explorer,"['exorcism of emily rose', 'spettro records', 'emily', 'grind', 'cybergrind', 'grindcore']",Your Marginally Talented Photographer Girlfriend
89169,happy,Emily Rose (a duet with Jennifer Carpenter),"['exorcism of emily rose', 'spettro records', 'emily', 'grind', 'cybergrind', 'grindcore']",Your Marginally Talented Photographer Girlfriend
89170,angry,I Died Trying To Get Rich,"['cutups', 'breakcore', 'new hamshire', 'abstract', 'john fanning', 'death of the music industry', 'broken beats', 'massaccesi']",Massaccesi
89171,angry,When Am I Going To Make A Living,"['cutups', 'breakcore', 'new hamshire', 'abstract', 'john fanning', 'death of the music industry', 'broken beats', 'massaccesi']",Massaccesi
89172,angry,Labels Wish It Was Still 1989,"['cutups', 'breakcore', 'new hamshire', 'abstract', 'john fanning', 'death of the music industry', 'broken beats', 'massaccesi']",Massaccesi
89173,angry,Jewel Cases are the Harbingers of the Apocalypse,"['cutups', 'breakcore', 'new hamshire', 'abstract', 'john fanning', 'death of the music industry', 'broken beats', 'massaccesi']",Massaccesi
89174,angry,Deal Memo Purgatory,"['cutups', 'breakcore', 'new hamshire', 'abstract', 'john fanning', 'death of the music industry', 'broken beats', 'massaccesi']",Massaccesi
89175,angry,Our A&R Man's Not Like A Label Guy At All,"['cutups', 'breakcore', 'new hamshire', 'abstract', 'john fanning', 'death of the music industry', 'broken beats', 'massaccesi']",Massaccesi
89176,angry,Their Business Model Doesn't Coincide With Reality,"['cutups', 'breakcore', 'new hamshire', 'abstract', 'john fanning', 'death of the music industry', 'broken beats', 'massaccesi']",Massaccesi
89177,angry,We Fight For the Spotlight We Kill For Encore,"['cutups', 'breakcore', 'new hamshire', 'abstract', 'john fanning', 'death of the music industry', 'broken beats', 'massaccesi']",Massaccesi
89178,angry,Get Off The Stage-,"['cutups', 'breakcore', 'new hamshire', 'abstract', 'john fanning', 'death of the music industry', 'broken beats', 'massaccesi']",Massaccesi
89179,angry,Before You Get Carried Off,"['cutups', 'breakcore', 'new hamshire', 'abstract', 'john fanning', 'death of the music industry', 'broken beats', 'massaccesi']",Massaccesi
89187,happy,Eggs,"['sixteen again', 'minutes', 'time flies', 'stool in the pool', 'eggs', 'balloons', 'gimme back my rufies', '2nd half', 'jangly tune', 'sunshine', 'stamp', 'deity diet', 'for you', 'silly', 'six', 'skid along', 'sixteen', 'bad ronald']",Bad Ronald
89233,happy,Stool in the Pool,"['sixteen again', 'minutes', 'time flies', 'stool in the pool', 'eggs', 'balloons', 'gimme back my rufies', '2nd half', 'jangly tune', 'sunshine', 'stamp', 'deity diet', 'for you', 'silly', 'six', 'skid along', 'sixteen', 'bad ronald']",Bad Ronald
89262,happy,The Good Die Young,"['indy rock', 'rock pop', 'rock']",Squire Tuck
89356,dance,MIDIval Tourist,"['idm', 'breakcore', 'experimental', 'ambient', 'techno']",Planet B
89357,dance,Kiasmos,"['idm', 'breakcore', 'experimental', 'ambient', 'techno']",Franq
89358,dance,NotEnoughNoise (Pencil Remix),"['idm', 'breakcore', 'experimental', 'ambient', 'techno']",Pencil
89359,dance,Anti-Focus,"['idm', 'breakcore', 'experimental', 'ambient', 'techno']",Avium
89360,dance,Visceral,"['idm', 'breakcore', 'experimental', 'ambient', 'techno']",NCRPTD.DSCRPTN
89361,dance,Lamer (Dub Remix),"['idm', 'breakcore', 'experimental', 'ambient', 'techno']",Arce
89362,dance,Macrohard,"['idm', 'breakcore', 'experimental', 'ambient', 'techno']",Sam Fendrich
89363,dance,Ambient 4,"['idm', 'breakcore', 'experimental', 'ambient', 'techno']",Ix Prospectum
89364,dance,Double Swing,"['idm', 'breakcore', 'experimental', 'ambient', 'techno']",Martin Rach
89365,dance,Autumn Dawn,"['idm', 'breakcore', 'experimental', 'ambient', 'techno']",Embers Below Zero
89366,dance,Synapsebath,"['idm', 'breakcore', 'experimental', 'ambient', 'techno']",John McNally
89367,dance,Pulse,"['idm', 'breakcore', 'experimental', 'ambient', 'techno']",Project Mycelium
89381,happy,Temps Perdu,"['heavy psychedelic', 'stoner rock']",River Cult
89382,happy,Shadow Out Of Time,"['heavy psychedelic', 'stoner rock']",River Cult
89383,happy,A Drop In The Ocean,"['heavy psychedelic', 'stoner rock']",River Cult
89384,in-love,『鯖江市日の出』Sabae Sunrise,"['instrumental', 'adventure', 'background', 'bgm', 'japan', 'youtube']",Fabian Measures
89600,happy,Time Flies,"['sixteen again', 'minutes', 'time flies', 'stool in the pool', 'eggs', 'balloons', 'gimme back my rufies', '2nd half', 'jangly tune', 'sunshine', 'stamp', 'deity diet', 'for you', 'silly', 'six', 'skid along', 'sixteen', 'bad ronald']",Bad Ronald
90133,happy,Minutes,"['sixteen again', 'minutes', 'time flies', 'stool in the pool', 'eggs', 'balloons', 'gimme back my rufies', '2nd half', 'jangly tune', 'sunshine', 'stamp', 'deity diet', 'for you', 'silly', 'six', 'skid along', 'sixteen', 'bad ronald']",Bad Ronald
90232,happy,Sixteen Again,"['sixteen again', 'minutes', 'time flies', 'stool in the pool', 'eggs', 'balloons', 'gimme back my rufies', '2nd half', 'jangly tune', 'sunshine', 'stamp', 'deity diet', 'for you', 'silly', 'six', 'skid along', 'sixteen', 'bad ronald']",Bad Ronald
90252,happy,Трахну,"['garage punk', 'comic', 'lo-fi', 'outsider', 'punk', 'indie rock']",POVALISHIN DIVISION
90253,happy,Метро,"['garage punk', 'comic', 'lo-fi', 'outsider', 'punk', 'indie rock']",POVALISHIN DIVISION
90254,happy,Иван,"['garage punk', 'comic', 'lo-fi', 'outsider', 'punk', 'indie rock']",POVALISHIN DIVISION
90255,happy,Девочка с дредами,"['garage punk', 'comic', 'lo-fi', 'outsider', 'punk', 'indie rock']",POVALISHIN DIVISION
90256,happy,Вика,"['garage punk', 'comic', 'lo-fi', 'outsider', 'punk', 'indie rock']",POVALISHIN DIVISION
90257,happy,Ужасно,"['garage punk', 'comic', 'lo-fi', 'outsider', 'punk', 'indie rock']",POVALISHIN DIVISION
90258,happy,Лав ю,"['garage punk', 'comic', 'lo-fi', 'outsider', 'punk', 'indie rock']",POVALISHIN DIVISION
90259,happy,Заработать денег,"['garage punk', 'comic', 'lo-fi', 'outsider', 'punk', 'indie rock']",POVALISHIN DIVISION
90260,happy,Справедливость,"['garage punk', 'comic', 'lo-fi', 'outsider', 'punk', 'indie rock']",POVALISHIN DIVISION
90261,happy,Гаджеты,"['garage punk', 'comic', 'lo-fi', 'outsider', 'punk', 'indie rock']",POVALISHIN DIVISION
90262,happy,Олег,"['garage punk', 'comic', 'lo-fi', 'outsider', 'punk', 'indie rock']",POVALISHIN DIVISION
90263,happy,Piss On You (Bonus),"['garage punk', 'comic', 'lo-fi', 'outsider', 'punk', 'indie rock']",POVALISHIN DIVISION
90323,confident/sassy,Sodomy Dungeon (remastered),"['kingston', 'gay rap', 'spettro records', 'hiphop', 'gayngsta rap', 'new york', 'nsfw', 'gangsta rap']",Cockmasta Flex
90324,confident/sassy,Homofobe CrucifixXxion (remastered),"['kingston', 'gay rap', 'spettro records', 'hiphop', 'gayngsta rap', 'new york', 'nsfw', 'gangsta rap']",Cockmasta Flex
90325,confident/sassy,Cummin in the Starz (remastered),"['kingston', 'gay rap', 'spettro records', 'hiphop', 'gayngsta rap', 'new york', 'nsfw', 'gangsta rap']",Cockmasta Flex
90326,confident/sassy,Snake the Line (ft. Cowboy Manfan) (remastered),"['kingston', 'gay rap', 'spettro records', 'hiphop', 'gayngsta rap', 'new york', 'nsfw', 'gangsta rap']",Cockmasta Flex
90327,confident/sassy,Trankwulize da Shovel (remastered),"['kingston', 'gay rap', 'spettro records', 'hiphop', 'gayngsta rap', 'new york', 'nsfw', 'gangsta rap']",Cockmasta Flex
90328,confident/sassy,Semper Fi (remastered),"['kingston', 'gay rap', 'spettro records', 'hiphop', 'gayngsta rap', 'new york', 'nsfw', 'gangsta rap']",Cockmasta Flex
90329,confident/sassy,Fag Emperor (remastered),"['kingston', 'gay rap', 'spettro records', 'hiphop', 'gayngsta rap', 'new york', 'nsfw', 'gangsta rap']",Cockmasta Flex
90330,confident/sassy,Gay & Real (remastered),"['kingston', 'gay rap', 'spettro records', 'hiphop', 'gayngsta rap', 'new york', 'nsfw', 'gangsta rap']",Cockmasta Flex
90331,confident/sassy,Maricones Calientes (remastered),"['kingston', 'gay rap', 'spettro records', 'hiphop', 'gayngsta rap', 'new york', 'nsfw', 'gangsta rap']",Cockmasta Flex
90332,confident/sassy,Cock (remastered),"['kingston', 'gay rap', 'spettro records', 'hiphop', 'gayngsta rap', 'new york', 'nsfw', 'gangsta rap']",Cockmasta Flex
90333,confident/sassy,Deeper (remastered),"['kingston', 'gay rap', 'spettro records', 'hiphop', 'gayngsta rap', 'new york', 'nsfw', 'gangsta rap']",Cockmasta Flex
90334,confident/sassy,Gayngsta Faggot Bruthafuckaz (remastered),"['kingston', 'gay rap', 'spettro records', 'hiphop', 'gayngsta rap', 'new york', 'nsfw', 'gangsta rap']",Cockmasta Flex
90451,in-love,Natural Groove,"['natural world', 'natural funk', 'natural groove']",Squire Tuck
90590,happy,Anger,"['post-rock', 'progressive', 'atmosphere', 'cinematic']",Movie Theater
90592,happy,Fear,"['post-rock', 'progressive', 'atmosphere', 'cinematic']",Movie Theater
90593,happy,Regret,"['post-rock', 'progressive', 'atmosphere', 'cinematic']",Movie Theater
90650,in-love,Expressing One's Emotions in Public,"['emotional pop', 'rock', 'indie pop', 'indie rock']",Squire Tuck
90786,happy,Oskolki,"['no wave', 'russia']",Fanny Kaplan
90787,happy,Edemov Sad,"['no wave', 'russia']",Fanny Kaplan
90788,happy,Plastilin,"['no wave', 'russia']",Fanny Kaplan
90789,happy,Sianye Nits,"['no wave', 'russia']",Fanny Kaplan
90790,happy,Son I Pustota,"['no wave', 'russia']",Fanny Kaplan
90791,happy,Upukui Lunu,"['no wave', 'russia']",Fanny Kaplan
90792,happy,Neft',"['no wave', 'russia']",Fanny Kaplan
90793,happy,Krasnotelie Lesa,"['no wave', 'russia']",Fanny Kaplan
90794,happy,Sveta,"['no wave', 'russia']",Fanny Kaplan
90972,in-love,Midnight Chillin',"['chilling vibe', 'jazz pop', 'jazz rock', 'indie rock', 'indie jazz', 'jamstik']",Squire Tuck
91051,happy,Iride,"['alternative rock', 'post-punk', 'foggia', 'italian punk', 'italy', 'vatican city', 'no wave', 'italian', 'punk']",Preti Pedofili
91052,happy,Mavis,"['alternative rock', 'post-punk', 'foggia', 'italian punk', 'italy', 'vatican city', 'no wave', 'italian', 'punk']",Preti Pedofili
91053,happy,Self Made Man,"['alternative rock', 'post-punk', 'foggia', 'italian punk', 'italy', 'vatican city', 'no wave', 'italian', 'punk']",Preti Pedofili
91054,happy,Cancro,"['alternative rock', 'post-punk', 'foggia', 'italian punk', 'italy', 'vatican city', 'no wave', 'italian', 'punk']",Preti Pedofili
91055,happy,Dies Irae,"['alternative rock', 'post-punk', 'foggia', 'italian punk', 'italy', 'vatican city', 'no wave', 'italian', 'punk']",Preti Pedofili
91056,happy,C'est femme l'autre nom de dieu,"['alternative rock', 'post-punk', 'foggia', 'italian punk', 'italy', 'vatican city', 'no wave', 'italian', 'punk']",Preti Pedofili
91057,happy,Vio-lento,"['alternative rock', 'post-punk', 'foggia', 'italian punk', 'italy', 'vatican city', 'no wave', 'italian', 'punk']",Preti Pedofili
91058,happy,Begotten,"['alternative rock', 'post-punk', 'foggia', 'italian punk', 'italy', 'vatican city', 'no wave', 'italian', 'punk']",Preti Pedofili
91059,happy,Primo Sangue,"['alternative rock', 'post-punk', 'foggia', 'italian punk', 'italy', 'vatican city', 'no wave', 'italian', 'punk']",Preti Pedofili
91060,happy,Hate,"['alternative rock', 'post-punk', 'foggia', 'italian punk', 'italy', 'vatican city', 'no wave', 'italian', 'punk']",Preti Pedofili
91080,happy,Spare Succulence,"['gunctrl', 'houston mattress-core']",gunctrl
91087,happy,Take Me,"['take me', 'bad ronald']",Bad Ronald
91256,angry,A1,"['music concrete', 'collage', 'free-form computer music', 'instrumental']",Talugung
91257,angry,A2,"['music concrete', 'collage', 'free-form computer music', 'instrumental']",Talugung
91258,angry,A3,"['music concrete', 'collage', 'free-form computer music', 'instrumental']",Talugung
91259,angry,B1,"['music concrete', 'collage', 'free-form computer music', 'instrumental']",Talugung
91260,angry,B2,"['music concrete', 'collage', 'free-form computer music', 'instrumental']",Talugung
91261,angry,B3,"['music concrete', 'collage', 'free-form computer music', 'instrumental']",Talugung
91283,angry,Live,"['slp', 'hnw', 'karkastix', 'molestia auricularum', 'fecalove', 'space is the place', 'spettro records', 'tpo', 'harsh noise', 'static', 'fragile', 'nascitari', 'gingagaruga', 'sun ra', 'dj balli', 'bologna', 'noise', 'wall', 'poseitrone', 'tisbor', 'indch libertine', 'sonic belligeranza', 'homework festival', 'italy']",dj balli and his
91340,happy,Daniel,"['daniel', 'bad ronald']",Bad Ronald
91498,sad,Busier-than-thou-Blues (ft Ian Tait),"['guild', 'al wood', 'acoustic guitar', 'slide boy roy', 'telefan', 'kat330', 'rhythm', 'rb', 'electric guitar', 'blues', 'slide guitar', 'telecaster']",Kathleen Martin
91572,happy,Love&Heartbreak,"['acoustic pop', 'pop rock']",Squire Tuck
91695,angry,Weightlessness of Fire,"['improv', 'shadow music', 'shaman rock', 'surrism-phonethics', 'experimental', 'akchamel']","Ak'chamel, The Giver of Illness"
91696,angry,Nahuatl Tonalli,"['improv', 'shadow music', 'shaman rock', 'surrism-phonethics', 'experimental', 'akchamel']","Ak'chamel, The Giver of Illness"
91970,angry,No Regrets For Our Youth,"['survivalism', 'a ship of fools', 'andreas breivik', 'sects', 'unabomber', 'kingdom of god', 'theodore kaczinsky', 'religion', 'slp', 'noise', 'drone', 'cults', 'ambient', 'spettro records', 'heavens gate', 'experimental']",SLP
91971,angry,You WIll Never Let Me Down,"['survivalism', 'a ship of fools', 'andreas breivik', 'sects', 'unabomber', 'kingdom of god', 'theodore kaczinsky', 'religion', 'slp', 'noise', 'drone', 'cults', 'ambient', 'spettro records', 'heavens gate', 'experimental']",SLP
91972,angry,As The Snow Covered The Earth,"['survivalism', 'a ship of fools', 'andreas breivik', 'sects', 'unabomber', 'kingdom of god', 'theodore kaczinsky', 'religion', 'slp', 'noise', 'drone', 'cults', 'ambient', 'spettro records', 'heavens gate', 'experimental']",SLP
91973,angry,The Kingdom Of God The Kingdom Of Heaven,"['survivalism', 'a ship of fools', 'andreas breivik', 'sects', 'unabomber', 'kingdom of god', 'theodore kaczinsky', 'religion', 'slp', 'noise', 'drone', 'cults', 'ambient', 'spettro records', 'heavens gate', 'experimental']",SLP
91974,angry,Baptism of those who have,"['harsh noise', 'spettro rec', 'slp', 'ambient', 'waiting', 'noise', 'nicola antolini', 'boredom', 'death', 'mister drey', 'spettro records', 'wake', 'experimental', 'monkeeastronaut']",SLP
91975,angry,How very much i loved you,"['harsh noise', 'spettro rec', 'slp', 'ambient', 'waiting', 'noise', 'nicola antolini', 'boredom', 'death', 'mister drey', 'spettro records', 'wake', 'experimental', 'monkeeastronaut']",SLP
91976,angry,Hoarding memories from an,"['harsh noise', 'spettro rec', 'slp', 'ambient', 'waiting', 'noise', 'nicola antolini', 'boredom', 'death', 'mister drey', 'spettro records', 'wake', 'experimental', 'monkeeastronaut']",SLP
91977,angry,The slowest of days,"['harsh noise', 'spettro rec', 'slp', 'ambient', 'waiting', 'noise', 'nicola antolini', 'boredom', 'death', 'mister drey', 'spettro records', 'wake', 'experimental', 'monkeeastronaut']",SLP
91978,angry,"Eventually, Hell'come","['harsh noise', 'spettro rec', 'slp', 'ambient', 'waiting', 'noise', 'nicola antolini', 'boredom', 'death', 'mister drey', 'spettro records', 'wake', 'experimental', 'monkeeastronaut']",SLP
92046,dance,Längtan efter Kärlek (Out of Focus Mix),"['jerica l', 'the third circle', 'joe']",Ars Sonor
92047,dance,Ascending With You,"['jerica l', 'the third circle', 'joe']",Ars Sonor
92048,dance,My Angel,"['jerica l', 'the third circle', 'joe']",Ars Sonor
92049,dance,Sirian Star (Self-Absorbed Mix by Syntactic),"['jerica l', 'the third circle', 'joe']",Ars Sonor
92100,angry,Intolerance,"['italy', 'jay watson', 'nicola boari', 'post-rock', 'derek dick decio', 'bologna', 'ambient', 'placenta recordings', 'davide landi', 'slp', 'elia dalla casa', 'spettro records', 'dental work', 'free improvisation', 'dark ambient', 'noise', 'depression', 'salome lp', 'cervo', 'postrock', 'jacopo cinti', 'electro-acoustics', 'drone', 'dark']",Salomé Lego Playset
92249,happy,If I,"['cherry dump cake', 'friday night reach around', 'it happens', 'rats', 'talking to a wall', 'if i', 'half cocked', 'diy', 'lo fi']",half cocked
92250,happy,Talking To A Wall,"['cherry dump cake', 'friday night reach around', 'it happens', 'rats', 'talking to a wall', 'if i', 'half cocked', 'diy', 'lo fi']",half cocked
92251,happy,Rats,"['cherry dump cake', 'friday night reach around', 'it happens', 'rats', 'talking to a wall', 'if i', 'half cocked', 'diy', 'lo fi']",half cocked
92252,happy,It Happens,"['cherry dump cake', 'friday night reach around', 'it happens', 'rats', 'talking to a wall', 'if i', 'half cocked', 'diy', 'lo fi']",half cocked
92317,happy,Friday Night Reach Around,"['cherry dump cake', 'friday night reach around', 'it happens', 'rats', 'talking to a wall', 'if i', 'half cocked', 'diy', 'lo fi']",half cocked
92318,happy,Cherry Dump Cake,"['cherry dump cake', 'friday night reach around', 'it happens', 'rats', 'talking to a wall', 'if i', 'half cocked', 'diy', 'lo fi']",half cocked
92441,dance,Lie down back,"['minimal', 'acid', 'electronic', 'electro']",Jimmy Penguin
92442,dance,Erupt,"['minimal', 'acid', 'electronic', 'electro']",Jimmy Penguin
92443,dance,Slow jam,"['minimal', 'acid', 'electronic', 'electro']",Jimmy Penguin
92444,dance,Water,"['minimal', 'acid', 'electronic', 'electro']",Jimmy Penguin
92445,dance,Light,"['minimal', 'acid', 'electronic', 'electro']",Jimmy Penguin
92579,happy,Fiati E Labbra,"['2011', 'italy', 'mogwai', 'instrumental', 'sicily', 'postrock', 'spettro records', 'palermo']",Sinapsi
92580,happy,Come Realtà,"['2011', 'italy', 'mogwai', 'instrumental', 'sicily', 'postrock', 'spettro records', 'palermo']",Sinapsi
92581,happy,Insomnia,"['2011', 'italy', 'mogwai', 'instrumental', 'sicily', 'postrock', 'spettro records', 'palermo']",Sinapsi
92582,happy,Ero,"['2011', 'italy', 'mogwai', 'instrumental', 'sicily', 'postrock', 'spettro records', 'palermo']",Sinapsi
92583,happy,Eterea,"['2011', 'italy', 'mogwai', 'instrumental', 'sicily', 'postrock', 'spettro records', 'palermo']",Sinapsi
92584,happy,Senza Pupille,"['2011', 'italy', 'mogwai', 'instrumental', 'sicily', 'postrock', 'spettro records', 'palermo']",Sinapsi
92785,in-love,Delirium,['chill out'],Kai Engel
92923,angry,Un matin avec un merle,"['ambient noises', 'soundscapes']",LeRouge
92924,angry,La tour de guet,"['ambient noises', 'soundscapes']",LeRouge
92925,angry,L'étang inconnu,"['ambient noises', 'soundscapes']",LeRouge & Zreen Toyz
92926,angry,Concerto pour passereau et merle,"['ambient noises', 'soundscapes']",LeRouge & Zreen Toyz
92927,angry,Les oiseaux du bois des fées,"['ambient noises', 'soundscapes']",Zreen Toyz
92928,angry,Congrès annuel des goélands,"['ambient noises', 'soundscapes']",Zreen Toyz
92930,angry,Innsmouth's Rustles,"['acousmatic', 'dark ambient', 'experimental electronic']",Zreen Toyz
92931,angry,Deep Under Unknown Kadath,"['acousmatic', 'dark ambient', 'experimental electronic']",Zreen Toyz
92932,angry,Pnakotic Fragment Revelations,"['acousmatic', 'dark ambient', 'experimental electronic']",Zreen Toyz
92933,angry,Fungi From Yuggoth,"['acousmatic', 'dark ambient', 'experimental electronic']",Zreen Toyz
92934,angry,Poisoned Sounds Of R'lyeh,"['acousmatic', 'dark ambient', 'experimental electronic']",Zreen Toyz
92935,angry,The Plateau Of Leng,"['acousmatic', 'dark ambient', 'experimental electronic']",Zreen Toyz
92936,angry,The Dark Streets Of Dylath-Leen,"['acousmatic', 'dark ambient', 'experimental electronic']",Zreen Toyz
92937,angry,The Call Of Cthulhu,"['acousmatic', 'dark ambient', 'experimental electronic']",Zreen Toyz
92938,angry,The Ruins Of Sarnath,"['acousmatic', 'dark ambient', 'experimental electronic']",Zreen Toyz
92939,angry,The Ruins Of Kadatheron,"['acousmatic', 'dark ambient', 'experimental electronic']",Zreen Toyz
92940,angry,Sous le mandala subsiste le cri atavique,"['acousmatic', 'dark ambient']",Zreen Toyz
92941,angry,De son reflet naquit un mandala nouménal,"['acousmatic', 'dark ambient']",Wehwalt
92942,angry,Déconstruction du mandala par un vacarme mental,"['acousmatic', 'dark ambient']",Wehwalt & Zreen Toyz
92943,angry,Antisymétrique mandala,"['acousmatic', 'dark ambient']",Wehwalt & Zreen Toyz
92951,happy,Heads or Tails,"['wreck', 'doom', 'canada', 'caper radio', 'punk', 'canadian punk', 'cape breton', 'nova scotia', 'hardcore', 'gorecyst records']",Keith Doom and the Wrecking Crew
92952,happy,Unanonymous Alcoholics,"['wreck', 'doom', 'canada', 'caper radio', 'punk', 'canadian punk', 'cape breton', 'nova scotia', 'hardcore', 'gorecyst records']",Keith Doom and the Wrecking Crew
92953,happy,NASAcar Racing,"['wreck', 'doom', 'canada', 'caper radio', 'punk', 'canadian punk', 'cape breton', 'nova scotia', 'hardcore', 'gorecyst records']",Keith Doom and the Wrecking Crew
92954,happy,Dead Byrds,"['wreck', 'doom', 'canada', 'caper radio', 'punk', 'canadian punk', 'cape breton', 'nova scotia', 'hardcore', 'gorecyst records']",Keith Doom and the Wrecking Crew
92955,happy,Potholes,"['wreck', 'doom', 'canada', 'caper radio', 'punk', 'canadian punk', 'cape breton', 'nova scotia', 'hardcore', 'gorecyst records']",Keith Doom and the Wrecking Crew
92994,angry,"Etude pour Cocuphone, op. 4,5","['soundscapes', 'live improvisation', 'sound object']",Aka_bondage
92995,angry,Soli Collision at Plateforme,"['soundscapes', 'live improvisation', 'sound object']",Anton Mobin
92996,angry,Live @ Amannstudios (Vienna),"['soundscapes', 'live improvisation', 'sound object']",Canned Fit
92997,angry,"Va, gronde et deviens","['soundscapes', 'live improvisation', 'sound object']",Charles Premier
92998,angry,Moderate Traction,"['soundscapes', 'live improvisation', 'sound object']",Eloine
92999,angry,Harpe du chaos,"['soundscapes', 'live improvisation', 'sound object']",Eric Braün
93000,angry,1 - 2,"['soundscapes', 'live improvisation', 'sound object']",Fabio Crivellaro
93001,angry,Bag Melody,"['soundscapes', 'live improvisation', 'sound object']",Francesco Baiocchi
93002,angry,Soda Bottle Drone,"['soundscapes', 'live improvisation', 'sound object']",Mystified
93003,angry,The Vlad suspicions,"['soundscapes', 'live improvisation', 'sound object']",Noisedelik
93004,angry,Instance,"['soundscapes', 'live improvisation', 'sound object']",Shaun Robert
93005,angry,Simple Zither Improvisation,"['soundscapes', 'live improvisation', 'sound object']",Shaun Sandor
93006,angry,E46-impro,"['soundscapes', 'live improvisation', 'sound object']",Xxena
93019,angry,Monitoring The Checkpoints Between The Mortal And The Eternal,"['dream-like', 'avant garde', 'experimental electronic', 'drones', 'dark ambient']",Arcane Waves
93020,angry,A day in the life of the haunted house,"['dream-like', 'avant garde', 'experimental electronic', 'drones', 'dark ambient']",Arcane Waves
93021,angry,Random Cuts Of The Big Anteater,"['dream-like', 'avant garde', 'experimental electronic', 'drones', 'dark ambient']",Arcane Waves
93022,angry,Tinnitus Found On Egalloc 1212,"['dream-like', 'avant garde', 'experimental electronic', 'drones', 'dark ambient']",Arcane Waves
93023,angry,Short Stories From The Woodpecker,"['dream-like', 'avant garde', 'experimental electronic', 'drones', 'dark ambient']",Arcane Waves
93024,angry,Henry & Radigue Cognitive Analysis,"['dream-like', 'avant garde', 'experimental electronic', 'drones', 'dark ambient']",Arcane Waves
93025,angry,Activated Carbon Residua,"['dream-like', 'avant garde', 'experimental electronic', 'drones', 'dark ambient']",Arcane Waves
93026,angry,The Crusher Of Dreams,"['dream-like', 'avant garde', 'experimental electronic', 'drones', 'dark ambient']",Arcane Waves
93027,angry,Drinks And Jokes With Offenbach,"['dream-like', 'avant garde', 'experimental electronic', 'drones', 'dark ambient']",Arcane Waves
93029,angry,The Luminous Hobo,"['dream-like', 'avant garde', 'experimental electronic', 'drones', 'dark ambient']",Arcane Waves
93030,angry,The Sanitarium's Deepest Corridors,"['dream-like', 'avant garde', 'experimental electronic', 'drones', 'dark ambient']",Arcane Waves
93031,angry,The Pentabarf,"['dream-like', 'avant garde', 'experimental electronic', 'drones', 'dark ambient']",Arcane Waves
93032,angry,Natural Fusion Of Artificial Thinking (with METEK),"['dream-like', 'avant garde', 'experimental electronic', 'drones', 'dark ambient']",Arcane Waves
93033,angry,Ranka Lee in the ultradimension (with METEK),"['dream-like', 'avant garde', 'experimental electronic', 'drones', 'dark ambient']",Arcane Waves
93055,angry,Le Ciel dans la Mer I,"['dark ambient', 'electroacoustic']",No Way Out
93056,angry,Le Ciel dans la Mer II,"['dark ambient', 'electroacoustic']",No Way Out
93057,angry,Poétique de l'eau,['exploratory music'],Launay
93058,angry,Songe de l'air,['exploratory music'],Launay
93059,angry,Alchimie de la terre,['exploratory music'],Launay
93060,angry,Esprits du Feu,['exploratory music'],Launay
93061,angry,Le Rêveur lucide,['exploratory music'],Launay
93099,angry,Impair,['musique exploratrice'],Launay
93100,angry,Pair,['musique exploratrice'],Launay
93102,angry,Errance imprévue,['musique exploratrice'],Launay
93107,angry,Mécanique des limbes I,"['post-concrete', 'abstract electronic', 'acousmatic']",Berthelot
93108,angry,Mécanique des limbes II,"['post-concrete', 'abstract electronic', 'acousmatic']",Berthelot
93109,angry,Mécanique des limbes III,"['post-concrete', 'abstract electronic', 'acousmatic']",Berthelot
93110,angry,Mécanique des limbes IV,"['post-concrete', 'abstract electronic', 'acousmatic']",Berthelot
93111,angry,Mécanique des limbes V,"['post-concrete', 'abstract electronic', 'acousmatic']",Berthelot
93230,angry,Technopolis,"['soundscapes', 'acousmatic', 'dark ambient']",No Way Out
93231,angry,Elektronik Sonar,"['soundscapes', 'acousmatic', 'dark ambient']",No Way Out
93232,angry,Radio-Active Waves,"['soundscapes', 'acousmatic', 'dark ambient']",No Way Out
93233,angry,The Kinematic of Machinery I,"['soundscapes', 'acousmatic', 'dark ambient']",No Way Out
